label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
yoq,0.006713618841251851,0.0038270483556882766,-0.014721891457821861,0.247691109933908,0.012870613556177838,0.01252677816889153,0.3554120244246052,0.06918522424226921,0.036090144491419396,0.43578415263630094,0.14512215226944347,-0.0004219758229595088,0.6739137050777207,-0.11151239672806136,-0.012163050598151995,0.24963564936223137,0.4094057574929549,-0.00471510931422458,0.345196889128775,0.6759562033405084,0.004211050840330069,0.36911443834567426,0.8368161132509514,0.0019500433837805443,0.5522113562335513,0.640411124269134,0.015343844678846856,0.1389657516075101,0.5035174747404052,0.022101922007513115,0.2943750424438701,0.7669619748583719,-0.013262217054713803,0.3856030440128372,0.9306165866563516,0.02612748294154265,0.5612794446794778,0.742915874441554,0.01024298572563619,0.14363822205976995,0.520586313431251,-0.009834289730188135,0.21806598870535254,0.7285280553901805,0.027632435398697426,0.31327463213891926,0.9424361690258322,-0.05390227150926303,0.4664643705889478,0.7406064303371043,-0.011968855573836392,0.0470845894216851,0.5310615985052394,-0.023380140558463335,0.1675842217227286,0.7089840254525961,0.039067110860784876,0.1692121761260684,0.8467231561535837,-0.00019440413505693966,0.34132801756867687,0.6045113220964325,-0.009014558693151703
uy,0.01729267984167543,-0.01579946375317404,-0.01083300299458572,0.16366939503461447,0.19547762758054482,-0.010780535233219535,0.12754105632534413,0.3217736678374816,-0.01257524066308345,0.1570353405358497,0.4723096007663319,-0.0002291834662194895,0.17102243563129274,0.27200481028484796,-0.025101576406958256,-0.22577141295488684,0.4626013842731471,-0.03609788902592205,-0.4176584562138438,0.6738105559883775,0.014108526243970172,-0.5178354870492787,0.8455728700738779,0.02890665129016025,-0.5274448219160055,0.6706531970660287,-0.0004665181925228666,-0.3233570117779558,0.4318845670338423,0.009043271388865801,-0.4551989929372719,0.6686199799920661,0.022151975224350973,-0.58680165118486,0.7953159999958769,0.022604108700419293,-0.5485153648779025,0.6871952206605387,-0.01861114491415603,-0.34660742720385096,0.3533671205412947,0.03191289974204234,-0.4746307902723544,0.5740210857218532,0.0024874632296683365,-0.6149063048775457,0.7170628949791062,0.004623069203908071,-0.6018691576646226,0.5662408765617447,-0.013221752673738426,-0.3142978329127528,0.2521762143102305,0.012909101360815016,-0.4745122367168766,0.4665026124937057,0.0034908672940805316,-0.5800425943931127,0.5666652020214091,-0.021457435499709458,-0.5599165901952788,0.3893390487849975,0.005912355808804372
yaxshi,0.002395431185981889,-0.015613249102114462,-0.022451872981150124,0.22967503172362186,0.04043971068597787,-0.003709608765681893,0.3724207606698834,0.08779189475648772,-0.005007649983706927,0.4508188343650526,0.20637205614309007,-0.0015033029892964009,0.5967436317862372,-0.03723152050209681,0.019439271849910872,0.16782342859857038,0.4636623762349879,0.0016180452869613475,0.28345191602275077,0.7211455830610193,-0.0010213484376029025,0.3199199864130811,0.8637725875262857,-0.013556143330595674,0.4787177545072836,0.6980817000800438,0.02518542151522248,0.13402758587987623,0.51640121536059,0.024133468037874705,0.215237334445968,0.7703120765409285,0.032695653773899026,0.2692617801510522,0.923096808009291,-0.0059480408603915635,0.42581728244808725,0.8021451349221804,0.015010241807877049,0.054150120702329,0.5350484162312663,0.011779646780712475,0.13567139223965452,0.7574938588170654,0.015155647031142824,0.22053054383715828,0.9615946507854186,0.0016412689645691697,0.31056209750649144,0.7600473616464608,-0.004284424643988474,-0.01668231909264655,0.47926358592834295,0.012621283745596533,0.06036845756388955,0.7406239584393692,5.14415231953016e-05,0.12672281042546862,0.9013237435034974,-0.005322087610309181,0.23928490059152852,0.6562954984429908,-0.011056851077936919
yordam,-0.01294596928586952,0.013486856423533065,-0.009666379417628716,0.19828578993396026,0.042859204841949695,0.025148769778878362,0.2975773203693441,0.11309752652658986,0.018279995533930393,0.397448834468026,0.1548355980889257,0.015473239546605021,0.45315036574061507,0.2258715106608905,-0.0027171849704169817,0.0663357744284545,0.43326048329612643,-0.012685321788497454,0.15454446736279387,0.6748917983205431,-0.0007138857809810385,0.18288404175705916,0.8412866382796463,-0.006181305292460952,0.1857904037248258,0.9725585686735387,-0.009194517657776773,0.0791143393290627,0.4539433001421674,0.005504330402978107,0.1259652171956565,0.7333568300361011,-0.007264797013473231,0.15673307044011692,0.8995285950014154,-0.017173796465775187,0.18761917330136502,0.9700171035355818,0.010988062218001785,0.0337239850364081,0.45138840051351936,-0.022262619894792696,0.09094422802183752,0.7149781092692249,0.009209760921493369,0.09880117630168399,0.8427720405266471,0.02492685279560399,0.12030444067427465,0.9616262217502567,0.022939857229869406,-0.015654461716172515,0.4036090503364376,-0.018184996072942473,0.05966791256202164,0.6185110702943707,-0.01876025954564787,0.07041994372953246,0.7793281557492721,0.005930901175937324,0.10833950546344345,0.8513544892984374,-0.010437612528110174
rahmat,0.0005454306977228304,-0.013821786756249774,0.0030573886638004736,0.19582152192933966,0.14649734560858899,-0.0037021164745003315,0.21191929635388085,0.2719038980383603,-0.01513663379911943,0.24213920084590815,0.34887120991730286,-0.022030289496678835,0.28953394006130984,0.37125636448711113,0.037896762171481,-0.12838173298855216,0.4911916800910914,0.005238236988206144,-0.20002561761154353,0.7151003950498008,0.022858855135974947,-0.23401389884867307,0.9327738538438988,0.012526293084161791,-0.26542333250455713,0.9419843101077918,-0.0230572298729626,-0.19308774965784622,0.4533923941091749,-0.015217674036555433,-0.24520203331213922,0.7349862381153008,-0.01421291418176308,-0.29394492388961413,0.8956195200384338,-0.010237362057562342,-0.3074801395716184,0.9167900467497138,0.003883399531116598,-0.190088385876868,0.4156052991077894,0.003917713856982499,-0.2932944138556805,0.6748919521330318,0.01939417684920452,-0.33051708520418377,0.8406680522336607,-0.00399696769883762,-0.35426302656676256,0.8622137750679844,-0.018147819665055367,-0.2343397502507885,0.357674447088328,-0.008676182814219264,-0.2959543319948745,0.5394639840835027,0.015099445378074047,-0.34111619219869127,0.7286441332035078,-0.014192152082724752,-0.3493267946226045,0.7547691278412703,-0.0003746153405175049
yordam,0.016267715030717524,0.0181601576320413,-0.048504407924873746,0.2022366211248345,0.06051024799992559,-0.028307430666519202,0.30605590442267744,0.12040632191228377,-0.019758156634563727,0.35978004084794674,0.18102014616159354,-0.025238906102178323,0.430040089121106,0.26615216215939874,0.011054818021964645,0.07106970036093353,0.4513400165295353,0.02211945926798923,0.1509534136040999,0.6486908674576118,0.008386396532139857,0.1654516246500346,0.8078349025050997,-0.004505096312246991,0.2088682896968476,0.918239991423562,0.006852065347531607,0.024063784884476067,0.4472158155955932,0.010802549488445591,0.12172396817347726,0.7184585293668415,0.017712782660021825,0.16493362447972656,0.9061320272255272,-0.017779396385326777,0.16403483373764682,1.0130430402270312,-0.013525840092626253,0.03432383993443638,0.49205069508183097,-0.005386079173875153,0.08450826498248415,0.6893025134727415,-0.008180611751865496,0.1180852371989625,0.846749477847125,-0.007356963026446292,0.15230918608177177,0.9457556720433664,-0.025017746211397518,-0.019396057043973815,0.4369967938364145,-0.019566168487615897,0.04455182603783332,0.6435228650391787,-0.012617390823974632,0.07366990931228014,0.7633114707248636,-0.01893522267880873,0.13555326100271645,0.8547297066351238,0.024136172688117675
yordam,0.006553671116263746,0.00524148423858555,-0.032582292372796404,0.20938407130986983,0.06786521893897868,-0.013339101509154178,0.28343492522724645,0.08318548442369482,-0.018443146241290197,0.39317291354135475,0.1876311803688508,-0.018321357449348086,0.42218321339113557,0.2886486198543699,0.02808594120432229,0.0884249466482397,0.43893020889961987,0.007141125732695985,0.13962049781339791,0.6685443736063209,0.01697393864602908,0.15009958127244255,0.8307232083209908,0.02391921248786394,0.19448202657326502,0.9383160364041726,0.02805220654679324,0.07995232776209524,0.4642075538685798,0.002229381935974417,0.11070714311365691,0.7108699502086876,0.004440454279656257,0.15575554156561774,0.8742500579897827,-0.006295745415306564,0.21525490588784119,0.9758736241974375,-0.009168373207032343,0.015713867012147196,0.477453370684487,-0.006106902996081646,0.0880541931017372,0.6995044644586834,-0.013300933666914995,0.14996071298499009,0.8783752926771743,-0.017708720160468653,0.1652199403022851,0.9533946001028647,-0.02161909952489262,-0.018167323702211777,0.47677136671206743,-0.012526823810441358,0.026000607661515397,0.6486545156272968,0.0022915675626477786,0.07889065299026925,0.8088842176444411,0.026609932861833708,0.11262270466423577,0.8675304352396871,-0.015219770226350734
yoq,-0.007926115569433498,-0.011327753026723024,0.010864905900035386,0.23089206629358944,0.006766495130792032,0.0008522615221729163,0.35396951551642286,0.046482923906500065,0.01610703123919615,0.4502391125461608,0.1211617049897857,0.0003831923077400073,0.6440771894396199,-0.12151028633584976,0.0027968208077131804,0.21755398750691415,0.4710176785035174,0.006394310183980061,0.36188003765806875,0.6857713264856916,-0.015767153075218185,0.42278327584397224,0.8388766485425979,-0.002213605760331936,0.5786113575060754,0.6535014393847665,-0.009328614634964542,0.17141903444475923,0.4944483036991179,0.03570818846613177,0.29825308448922255,0.741932685138422,-0.010964709308974623,0.39608095362177637,0.9439646065559737,0.008041695591274411,0.5430241092995727,0.7257175278625797,-0.0416165579745714,0.1264486196850152,0.5125694898464423,0.01696132503202466,0.19600947846365974,0.7252113062739114,0.002087972452055501,0.2783971674417529,0.9601575589858861,0.01532195764800134,0.4433328665345619,0.7039477225385524,-0.017694348476243627,0.07685542377440355,0.5102607702465003,0.003552841512103068,0.15269562254715913,0.6981389665728271,-0.008330743324163474,0.17909757479935215,0.8477601995576879,-0.028689231406219155,0.3684954007536474,0.6228661133875824,-0.012910405809553271
yaxshi,-0.007308212705260846,0.008491200102096818,-0.01344427673687082,0.23578697494659215,0.08606167614482246,0.020592760574420475,0.32697291405776147,0.09903654262610846,0.0001778413139688125,0.4285501321098716,0.2050596885577366,0.0512138731608328,0.5654369455623132,-0.039131991820600766,-0.021769179579157482,0.1629624736018697,0.4495182663043406,-0.0021628643215028547,0.3172202825702346,0.6815929550519931,-0.032159850779849807,0.3431902807732715,0.9025399035628957,-0.0021256528764008495,0.48783617446714733,0.698326107136387,-0.003905094659831773,0.14643507153476537,0.4904934122380555,0.007395252641775167,0.22002204574003387,0.7351619362534859,-0.016782680873828674,0.2851468561218338,0.9640908243645845,0.002550958443747661,0.4308577272250073,0.805981179564047,-0.0007617504996163225,0.06503858332329615,0.532630287908971,-0.0025794466403513414,0.1570290468687375,0.7729469441360761,-0.002328516271573493,0.2266527048675272,0.9733622816929726,-0.02280580258578807,0.32310638565749966,0.7795130361045836,-0.00201304450660534,-0.01662183611942753,0.5123923969441964,-0.013750704255831398,0.07097380977737179,0.7195828924524182,0.008293784341731194,0.11148646099277294,0.8945316042198113,-0.03582998852291806,0.24764423456439774,0.6747011487120533,0.006014704415986874
doktor,-0.010501825558661467,-0.027059898321628573,-0.007237004132711056,0.2025155154984017,0.07587541669224285,-0.01426753843474544,0.2982545077020999,0.17328433098277563,0.0005873880452107535,0.3571558412111244,0.23889913886097522,0.010794509029898654,0.45983166400561865,0.16886070508745452,-0.01264008394262582,0.06323752402118077,0.4689959865760093,0.010367607752385873,0.05850484995255743,0.7634211330570989,-0.016990780358162857,0.11797613753225188,0.9706174036273386,0.0021893395923032943,0.1745906491249351,0.9333143759698652,0.014795463281274547,0.03820902624434477,0.521608248159977,-0.05035540473997915,0.042981308086377595,0.7847857072793865,0.0243041776371892,0.073215563355644,1.0027284743518292,-0.0001257409606969885,0.13928361201959932,0.9966025355046366,-0.012788126436471809,-0.03710596328502716,0.49461484911660514,0.017563673053451127,0.029064615505282887,0.7573922421699025,-0.00937615951889916,0.049621033292485905,1.0053622389942183,-0.011279772696645493,0.10196198897011648,0.9542002434119087,-0.0010040466721593468,-0.048701668292179034,0.47764388828112514,-0.00668774767624591,-0.049941513053677354,0.720120327566064,-0.013675450040302458,-0.0016455490643011994,0.8462857062665731,-0.012431513152605931,0.03985600926852457,0.8746755226509719,0.019034995181457688
salom,-0.0009488823453266973,0.014508762056354377,-0.02863336676067563,0.18942074039020745,0.08128126835153367,-0.0079769789077396,0.27633338700851634,0.16394043441217665,-0.04007992470363962,0.3381145720480301,0.24846614690140328,-0.012576115315162915,0.36228479076704834,0.3155355227228999,-0.005523019273955059,-0.01741517504176032,0.465325859421526,0.010352339062243605,0.011818850812450644,0.6887840767205694,-0.010654145682558616,-0.014697363185331876,0.890779723047759,-0.02516148564594944,-0.027288675058123994,1.0073294327790088,-0.013507587904123947,-0.014897219803754549,0.45618618509030473,0.01666306685669111,-0.056865423164735626,0.7619915671326246,-0.016953758189615982,-0.01764047145336236,0.9062769836387706,0.013143425479654795,-0.02853253908972424,0.9963820492938555,0.01829843846813317,-0.054380638657284215,0.5006666319010787,0.01413646632267584,-0.0720827048231619,0.6992537010651932,-0.013119623598299582,-0.0714179467826162,0.9136237612703523,0.013422486767632238,-0.07740883350130492,0.9653327294209618,-0.003607092397640474,-0.12264161407423946,0.400919225007649,-0.024753752249248747,-0.07226582351562294,0.6111696818921053,0.004158053044955463,-0.10480975787672905,0.7723470841682545,-0.008540658981853699,-0.07672414108516883,0.8338326275749728,0.007165276169674222
suv,-0.0041010047506830904,0.0017031958911052651,-0.020490110043051003,0.19962277156867803,0.09843515959826184,0.0017307642013254562,0.2504577497117662,0.21882280485710345,0.032695896394212894,0.30393004493919057,0.36215156407263543,-5.0846674659700496e-05,0.48119945627600647,0.03945203490272345,0.019593203327324008,0.020508744189578647,0.5073912818790723,0.014546201317440156,-0.008036837949618575,0.7385905161911576,0.033919062372001485,-0.008647347193649929,0.983494380914154,0.04595350835368991,0.09269632918992037,0.7155619602672824,0.032529372317122086,-0.06288423501142282,0.5163952673831124,-0.002089958241867656,-0.07684104943387698,0.8088012476215971,0.02431796655373901,-0.07463976332944841,1.0222078471264968,0.009655308781644117,0.013015298194021469,0.7435777908000186,-0.017320653897368834,-0.1456272821310267,0.4829524615445328,0.027133909356362756,-0.14096469141197976,0.7512891412637284,4.207816210692718e-05,-0.1619019236168158,0.9285153959876479,-0.013336174531582047,-0.03768182668960856,0.6534568548939311,0.008473492689481568,-0.2063870830517391,0.4282115866708922,-0.023602258649347355,-0.20378839659529813,0.6752501218829394,-0.011400738990085937,-0.20937882843041744,0.8263367187122999,0.0038911739517931507,-0.1119539424382974,0.5364221574395472,-0.003170970020285658
